1955.05,457.735,31.455
1952.7,440.72,30.29
191.45,1432.8,15.68
197.49,1440.5,18.96
219.81,1449.1,16.26
877.365,1069,16.255
863.49,1075.4,37.65
1342.35,1261.6,38.85
1378.6,1322.65,25.55
1361.3,1289.3,25.7
1364.5,1302.8,34.5
628.63,605.17,33.5
519.305,1103.4,23.685
501.05,1102.9,30.11
839.13,679.24,41.6
824.805,547.65,24.055
853.86,544.255,27.925
833.67,523.4,26.53
840.17,553.27,19.39
840.81,536.805,15.895
825.26,533.98,22.9
1451.25,1080.2,45.45
1578.8,1002.55,37.01
706.26,1337.6,47.6
702.73,1314.3,49
1303.2,169.97,29.68
1280.9,159.75,36.35
1284.4,179.06,17.58
1234.7,1576,21.5
1245.05,1553.45,23.9
1206.55,1524.95,24.2
1256,1506.3,23.4
1232.7,1536.1,18.2
1219.5,1547.75,24.85
1257.5,1536.9,28.1
1236.3,1521.3,25.2
1598.6,1245.1,19.3
1585.4,1235.4,29.9
99.0525,1595.25,53.5145
464.71,1993.8,16.72
455.905,1967.05,31.845
428.41,1972.3,31.29
480.32,1982,25.91
449.655,1982.85,15.985
1048,1184.9,32.7
1093.9,1169.2,30.8
1039.4,1130.6,24.2
1070.35,1117.1,24.75
1115.2,1188.9,36.1
1018,1151.4,22.61
1055.25,1154.1,24.35
1026.1,1178.1,45.45
1094.35,1227.1,33.35
1079.15,1139.65,21
1539.1,334.14,30.86
1556.8,330.17,25.7
1427.7,18.533,22.537
1426.5,5.43,22.693
1290.8,323.115,31.035
1274.3,314.12,19.17
1272.7,290.05,26.72
1304.9,317.19,25.17
1290.25,289.61,26.96
1256.3,299.82,34.39
1259,333.84,24.2
73.3415,1274.4,31.8145
28.574,1304.6,27.146
109.95,1282.3,30.88
16.039,1275.5,29.612
87.426,1239.8,27.238
52.324,1256.2,32.115
478.96,321.19,29.57
530.56,301.955,20.775
962.45,432.28,38.88
513.88,353.73,38.33
509.36,313.26,18.34
551.56,281.13,21.86
554.68,316.15,29.88
517.88,275.45,31.36
504.23,297.06,22.37
481.2,286.375,29.265
575.04,276.88,27.36
532.86,325.14,35.52
502.68,334.205,27.155
638.575,1954.35,32.935
646.04,1980.75,30.11
618.31,1986.9,32.22
810.13,365.05,13.13
817.25,400.47,5.75
804.335,346.62,19.585
823.165,393.265,3.83
804.56,383.89,19.84
815.895,392.99,6.055
819.66,382.56,8.22
809.08,377.18,6.81
819.69,395.22,4.02
839.825,382.625,17.51
806.68,370.91,6.85
836.725,393.51,14.615
824,399.37,5.17
816.465,369.665,20.62
814.39,386.47,6.64
831.83,402.67,5.49
831.175,412.095,14.46
822.31,405.855,6.255
809.77,394.23,11.25
829.29,396.01,4.46
821.76,388.17,4.95
825.995,383.385,11.56
827.74,390.56,5.14
833.01,387.895,7.605
806.925,402.8,15.665
815.43,408.69,11.46
799.49,366.82,7.18
705.11,205.28,39.54
740.74,231.46,33.6
704.11,235.86,27.95
1720.6,963.765,26.515
1744.05,983.78,18.06
1748.4,955.58,34.45
1741.75,968.555,12.995
1730.1,961.495,14.405
1726,944.81,24.79
1736.7,947.16,23.84
1150.75,1093.25,28.3
1163,1056.3,35
1173,1101.05,45.15
1133.3,1144.8,32.7
1164.6,1127.5,38.9
1122.65,1117.95,26.7
896.705,783.785,35.45
871.9,826.81,30.63
907.93,815.03,39.54
924.675,787.35,38.755
328.12,881.53,32
306.23,978.975,43.155
317.76,904.38,30.88
295.68,935.74,34.29
297.885,881.785,21.33
88.113,495.29,45.589
119.655,526.335,32.52
61.516,535.64,40.89
92.5295,536.025,37.1755
68.496,515.8,23.104
1299.9,813.68,30.47
1314.2,813.885,26.395
1648.9,1529.45,32.65
1667.8,1525.3,24.3
1663.7,1508.8,34.3
663.555,974.125,43.63
515.32,1698.1,46.88
500.55,1654.3,39.14
1662.2,340.36,53.88
1642.35,369.265,34.775
1471.25,1495,63.85
1494.2,1503.25,25.15
1518.75,1470.3,38.35
1509.15,1534.9,34.65
1483.3,1525.65,35.65
1449.9,1524.4,28.9
