885.135,427.29,26.335
934.9,431.61,30.19
892.87,411.99,23.43
920.57,478.96,21.91
901.885,445.16,10.085
888.98,476.36,25.77
900.66,435.41,14.62
882.065,458.62,17.865
894.62,457.325,10.765
920.605,409.905,35.81
908.86,464.14,14.36
904.19,489.16,23.32
930.65,453.545,22.985
915.505,447.92,14.875
911.59,431.47,17.87
906.87,453.01,10.33
888.53,447.44,19.66
216.02,1892.8,33.63
280.97,1855.4,32.97
270.87,1843.9,22.09
267.56,1867,33.3
262.825,1855.65,28.815
1923.6,1115.45,1605.35
341.17,1106.15,35.56
347.14,1120.9,32.36
568.21,1631.3,40.93
1915.05,1826.5,47.05
577.58,1612.9,31.66
1245.1,1859.2,18.5
1238.7,1848.6,24.6
959.68,1766.4,1927.97
653.82,437.43,24.2
574.96,446.65,36.71
589.45,451.58,24.56
617.87,425.4,31.07
627.71,403.025,28.285
642.26,419.57,13.46
574.715,460.47,22.195
654.04,401.86,31.47
349.23,1029.9,45.23
324.63,1013,41.89
355.37,998.955,42.935
1800.5,323.51,28.46
164.13,1982.5,37
140.24,1990.8,43.71
1667.6,1534.3,27.2
1661.4,1516.7,21.3
1675.3,1523.1,31.9
1651.5,1533.2,23.2
427.61,1665.3,52.9
965.04,1929.5,55.05
982.99,1971,39.61
953.54,1969.4,28.42
995.44,1940.4,34.4
933.85,1947.9,42.42
145.16,1445,40.25
138.59,1473.6,20.43
163.86,1450.3,28.02
151.565,1458.15,23.185
805.59,11.153,2789.018
1136.1,1426.2,35.8
1193.4,1457,32.7
1151,1424.2,29.7
1185.9,1489.5,33.1
1158.95,1468.5,27.45
1186.55,1421.9,26.65
1632.15,313.675,23.795
1639.95,301.525,27.995
1601.8,320.44,31.54
1607.8,338.93,30.72
1632.9,331.5,27.74
1620.1,321.655,13.835
1621.55,298.785,14.695
1611.5,270.34,14.82
1601,302.73,25
1615.3,309.565,9.605
1612,321.72,12.99
1427.4,1496.5,39.2
1385.6,1494.9,45.7
1411.8,1516,30
1374.2,1522.3,61.8
234.33,694.34,1107.97
533.145,969.58,19.005
1127.5,348.93,21.22
531.645,954.235,56.04
541.065,980.645,18
548.83,964.11,20.05
523.62,987.09,30.1
552.19,985.22,25.4
1232.7,1557.6,28.4
1207.7,1564.45,15.75
1217.2,1597,25.8
1203.7,1581.8,21.6
1217.1,1570.1,15.9
1553.2,1506.8,19.5
1558.8,1483.8,17.8
1552,1492.6,12.6
1567.7,1498.2,32.9
1539.8,1498.9,23.3
831.74,980.02,42.37
1422.9,1698.7,26
1438.3,1676.3,26.6
1398.3,1697.6,35.6
1415,1681,23
1389.05,1659.9,30.05
1417.3,1664,31.1
1760.1,770.91,46.71
1763.8,793.025,37.755
1795.5,795.74,16.03
1791.7,767.75,28.61
1771.85,806.18,46.38
1778.65,782.05,14
632.315,252.385,53.29
606.045,265.725,50.55
605.79,237.58,31.78
267.19,269.65,46.79
221.595,269.1,44.135
243.595,281.455,27.15
234.355,252.95,26.225
528.45,570.625,36.615
1698.9,1813.4,41
1674.4,1826.9,34.2
1698.6,1854.4,26.4
1702.25,1836.8,36.95
514.65,20.425,40.986
1301.15,1241.8,36.25
570.61,1346.1,34.46
605.28,1341.2,23.85
595.5,1364.7,56.7
567.76,1305,26.95
593.15,1321,36.89
585.995,1337.2,19.195
585.55,1275.6,29.14
304.48,1714.6,41.7
333.65,1719.3,38.89
1119.7,668.65,15.53
1110.35,624.96,19.6
1132.9,688.5,34.26
1116.65,694.55,28.84
1132.8,666.03,22.82
1104.55,636.595,12.525
1160.9,703.09,22.26
1115.9,653.715,8.495
1104.2,674.46,15.39
1139.1,638.42,31.09
1089.9,642.23,29.55
1092.7,663.43,30.16
1117,634.145,15.595
1102.7,654.755,9.655
1112.4,644.15,8.84
1111.6,661.83,9.35
1129.4,657.055,18.615
1124.3,643.255,9.295
1098.6,644.49,11.16
993.99,633.83,616.48
1774.3,998.16,15.94
1777.9,983.73,14.77
1755.2,992.45,18.55
1768.3,988.16,18.64
1930.8,1347.9,49.7
1377.6,1775.9,56.2
1415.3,1760.4,47
1436.15,1769,39.95
1559.9,1112.4,19.6
1408.5,1701.6,40.1
1404.5,1744.4,32.3
1436.1,1710.3,34.6
1382.6,1719,44.6
1466.5,1754,38.7
1459.6,1784.6,26.7
1425.6,1735,28.5
1532.75,1727.4,48.85
1544.2,1767.2,20.5
1559.4,1737.5,44.2
426.105,822.395,57.15
458.11,877.1,42.9
1470.3,323.52,1284.54
287.795,1060.7,16.875
324.53,1057.4,39.64
320.59,1051.2,18.38
317.51,1057.4,5.03
312.74,1047.4,8.84
311.23,1053.2,9.34
302.52,1052.3,13.37
315.48,1062.3,10.33
1515.6,1399.8,49.9
1532.1,1399.3,47.3
984.905,1623.9,38.135
1037.05,1587.8,65.95
992.11,1585.6,40.93
1017,1601.3,63.4
963.465,1565,35.125
1622.4,108.61,44.69
1305.45,1375.85,1554.81
922.06,1223.1,39.65
567.1,264.52,441.66
1171.95,1022.95,1184
1935.1,165.05,75.2
1948.7,116.525,41.375
706.58,1172.9,43.47
1393.5,1522.65,45.25
713.73,1202.15,42.63
730.73,178.75,49.12
714.21,175.11,27.8
685.31,1051.6,49.84
1153,1482.6,55.8
1129.45,1478.75,60.3
1098.2,1495.45,62.45
1138.1,1318.3,17.9
1341.1,977.5,2092.256
862.57,1269.65,1738.586
463.795,1761.35,1643.755
1613.15,796.285,18.125
1294.4,1853.1,53.3
835.89,1407.6,57.33
856.09,1359.1,48.6
1137.05,884.385,40.705
480.63,1378.7,47.07
477.07,1433.75,55.61
1625.9,1740.5,71.6
1890.8,634.44,59.71
1365.7,601.52,21.6
1822.1,1848,62.3
168.4,955.445,16.605
76.3195,557.69,30.5575
106.82,1441.15,32.75
1695.7,896.75,33.71
477.275,1025.2,52.125
508.58,1141.1,79.8
550.66,1207.2,48.39
489.13,1095.1,51.73
533.415,1091.45,69.815
1136.25,1368.95,22.1
1147.6,1350,22.8
1128.4,1339,47.3
1116,1394,48.1
1147.85,1320.95,39.2
1825.3,369.66,50.6
1765.3,427.21,28.32
1802.6,405.48,68.57
1736.3,437.01,51.27
451.72,1617.8,55.21
468.86,1517.35,35.68
712.945,89.2855,45.9845
404.14,1555.3,52.06
438.66,1553.7,37.28
424.85,1524.8,27.51
405.91,1499.3,46.46
454.895,1600.35,46.625
1881.3,1394.7,46.5
570.22,1914.3,22.19
563.195,1925.45,22.655
631,792.51,1012.15
1362.5,830.29,79.09
488.09,901.06,47.33
1010,1871.3,72.75
1052.6,1922.9,67.9
1060.55,1885.2,30.55
995.6,1904.6,79.2
357.66,1936.7,72.85
103.15,1950.2,63.27
27.8905,1859.85,32.4445
18.96,1908.85,35.549
41.2575,1940.3,40.7865
1609.8,1620.7,66.7
1081.1,341.02,43.96
1930.95,955.9,55.61
1146.8,1219,68.5
1175.65,1235,70.05
1174.45,1199.1,62.55
1318.3,1157.8,46
1277.5,188.48,40.34
1273.8,216.9,41.02
1264.7,1865.8,832.8
