x	y	sd
1532.2	1941.3	12.903
614.28	373.16	10.087
1563	1908.5	15.823
628.86	384.81	3.658
625.19	375.26	5.251
1528.3	1959.4	16.264
1573.8	1957.3	16.887
1482.5	1955	17.53
1511.6	1907.4	12.01
170.49	180.76	12.05
1516.7	1928.2	14.024
1598.1	1953	19.395
1487.1	1937	19.638
1795.3	1914.4	5.342
1795.3	1909.3	5.088
1789.6	1917.4	5.814
1552	1962.6	18.228
1539.4	1983.8	16.446
1585.8	1993.1	18.371
1551.9	1936.7	20.784
1348	807.54	7.179
1351	812.64	8.449
1539.7	1950.4	17.395
810.49	324	7.419
1498	1906.8	16.378
792.35	319.89	8.083
1535	1897.1	15.423
1449.1	91.236	10.63
1546.5	1960	17.384
1443.5	97.602	5.47
1499.2	1924.6	12.359
1439.1	111.5	6.304
1509.3	1935.6	13.745
1488.4	1954.6	12.956
1452.7	1994.8	21.687
932.65	5.24	10.973
968.87	8.219	9.737
935.86	8.195	8.884
921.95	9.906	9.781
953.13	33.289	9.985
1006.7	1779	25.904
1410.1	1409.7	20.626
1278.4	1521.3	12.708
1289	1561.4	12.326
947.95	799.14	14.051
1292	1568.1	18.604
1341.8	1536.9	14.403
1301.5	1561.4	16.783
1307.6	1557.3	14.684
1281.7	1572.8	14.015
1310.6	1523.6	14.085
1273.8	1536.2	15.609
1250.6	1464	26.074
75.305	76.516	9.705
78.766	110.27	10.557
1981.2	475.69	29.06
1199.4	291.4	21.044
332.66	1679.1	14.935
1705	1943.6	17.626
1043	1330.2	4.284
1049.4	1331.5	3.581
1037.4	1335.5	3.627
1042.3	1339.6	3.759
1040.3	1343.1	3.502
1040.7	1336.7	3.728
1040	1329.3	3.606
1048.6	1337.2	3.954
1044.9	1343	3.942
1049	1327.1	3.805
1067.9	1297.3	14.582
1709.8	1036.6	18.097
1667.7	1046.2	13.793
1673.8	1056	10.9
994.22	1273.8	22.897
1009.7	1648.8	17.123
1377.9	638.19	18.851
1013.3	1639	16.293
979.78	1596.1	14.27
975.65	1622.5	16.779
901.65	502.22	18.365
1006.3	1607.6	20.721
1807.3	1064.5	30.439
1826.6	1107	15.904
946.76	1037.7	18.206
928.67	1018.3	6.909
1869.5	25.254	5.27
930.24	1028.7	7.128
1349.9	1242.7	11.047
1401.9	708.51	15.981
1419.2	704.93	14.727
795	600.71	8.532
824.76	595.76	24.585
849.09	1882.5	15.951
847.83	1916	5.872
860.43	1910	5.572
853.47	1914.4	4.921
1935.1	1389.9	23.898
543.17	584.23	9.247
1008.6	926.24	26.068
756.44	337.04	26.829
749.25	379.96	27.08
1331.9	706.44	22.72
1309.6	723.87	7.278
1310.3	710.22	9.178
1726.6	567.61	4.659
1718.5	562.31	3.71
1721.9	556.85	3.433
1733.5	542.65	8.13
616.69	377.33	4.128
632.27	394.31	13.418
1675.9	1030.5	12.553
1698.5	1023.7	11.76
1682.7	1061.9	10.3
1669.7	1063.4	18.574
1844.8	1887.7	6.86
1849.1	1894.5	5.332
1845.1	1901.6	5.027
956.23	1898.5	23.673
1829.8	1899.4	5.082
1419.2	77.734	20.445
1337.1	29.686	23.677
1714.9	551	5.019
1714.2	547.09	3.725
1720.8	547.51	3.54
1720.4	557.34	3.718
1713.3	555.95	3.724
1738.6	574.02	20.775
906.5	1900	9.888
279.28	1662.7	18.251
69.376	1752.7	14.754
33.542	29.912	10.901
960.06	1890.5	19.352
16.987	38.453	12.359
1435.1	163.15	17.223
1028.7	1039.6	5.61
1507.1	1336.2	12.495
857.24	1901.5	7.647
821.78	1954.1	19.255
912.76	1883.8	13.809
912.85	1917	24.251
897.09	1881.3	3.932
915.27	1885.6	8.568
905.92	1835	11.808
897.34	1838.1	18.48
923.13	1868	15.619
894.43	1922.6	14.661
989.42	1661.6	21.214
953.4	1609.5	16.652
991.56	1659.8	16.371
