x	y	sd
726.52	571.2	15.628
745.53	520.22	20.35
1130.7	1606.8	30.161
716.01	595.36	20.956
727.79	517.85	18.332
759.24	549.5	20
217.28	1660.8	22.163
748.71	549.16	18.707
746.44	622.28	16.974
679.33	501.9	21.259
727.43	1631.2	10.139
698.64	1584.8	10.658
624.9	1506.7	6.878
1507.3	483.11	14.253
655.19	1542.6	7.314
1486	454.2	15.129
676.25	1550.3	9.385
1489.7	456.96	12.978
725.42	1564.8	18.135
1523.4	511.42	16.031
1510.7	484.12	13.105
1546.1	521.65	14.438
1072.2	463.98	5.56
1061.8	485.26	17.947
423.51	1277.8	18.311
413.13	1298	9.278
848.64	1207.2	4.174
850.45	1209.3	4.177
851.45	1208.6	4.497
1592	992.12	18.173
863.69	1205.2	4.023
870.52	1204	3.876
876.94	1197.3	3.714
871.62	1213.1	3.846
1719.2	1996.9	18.061
880.26	1193.9	12.037
756.35	1327	15.533
793.86	1395.4	15.629
729.29	1379.3	17.09
529.07	474.79	8.553
551.83	469.29	7.659
1688.5	615.23	16.732
540.35	466.73	9.251
560.24	480.78	16.465
1181	1621.8	24.424
596.34	1688.8	11.731
614.34	1690.5	8.544
736.98	333.9	15.632
93.21	1573.6	7.222
111.04	1565.1	6.097
114.31	1552	6.319
115.3	1569.2	6.071
106.47	1563.2	6.384
114.7	1576	6.077
97.914	1571.1	6.177
581.59	1396.5	13.521
536.87	1417	9.656
22.904	1377.9	7.05
11.434	1373.9	7.006
51.305	1365.3	6.496
41.033	1363.7	5.988
33.077	1364.6	5.754
36.706	1362.8	5.86
23.413	1367.6	5.628
6.676	1346.6	15.42
10.921	36.883	24.292
931.55	1886.4	10.419
931.3	1886.8	6.865
1520.6	516.55	25.072
285.97	1143.4	23.208
343.93	1157.4	16.09
278.95	1143.1	16.839
272.58	1165.1	18.482
274.4	1129.1	17.624
459.25	348.07	15.662
469.49	397.91	11.897
611.59	1162.8	4.924
618.98	1164.7	4.526
609.79	1156.3	4.797
627.6	1160.8	4.798
603.23	1159.1	4.868
613.96	1181.5	5.897
572.66	1219.6	5.746
602.31	1177.1	5.031
613.21	1154	5.085
5.975	1357.4	5.834
18.408	1351.7	5.394
13.021	1366.9	5.608
15.454	1360.9	5.934
22.297	1353.8	5.754
27.461	1358.5	5.578
14.27	1373.8	5.69
30.546	1384.4	9.728
724.9	1774.3	22.942
1809.8	1992.2	20.267
1775.5	1981.9	17.386
1785.4	1981.5	20.857
117.84	1581.3	5.754
1741.4	492.55	8.889
97.272	1574	6.159
1730	516.09	5.105
117.98	1566.3	6.876
1719.6	506.18	4.873
1715.6	505.4	5.008
1722.4	492.42	5.742
1729.6	490.38	5.54
1741.6	452.95	23.085
299.01	107.06	21.68
155.46	109.97	17.784
390.59	920.37	17.321
457.58	963.72	14.529
458.07	949.04	14.387
471.68	1006.9	14.428
315.56	908.93	30.822
483.32	1208.2	11.331
463.91	953.22	16.85
1933.5	1541.7	9.384
489.42	970.27	14.352
1929.3	1568.7	10.215
466.44	954.78	19.236
1907.5	1529.7	12.513
423.97	992.83	18.258
516.49	975.32	17.108
473.72	991.48	15.158
503.31	974.98	17.768
447.41	1737.3	20.965
1566	1984.5	10.396
1491.3	1896.9	5.312
1474.3	1870.2	4.524
1475.9	1867.5	4.389
1491.3	1887.1	5.342
624.66	1145.8	8.827
608.83	1156.6	4.931
609.93	1163.6	5.299
593.99	1157.6	10.735
636.11	1696.7	8.554
587.6	1677	10.405
615.25	1676.1	11.614
624.56	1690	11.458
620.15	1687	7.977
870.25	581.31	14.333
873	539.87	20.33
862.97	575.02	15.097
881.97	583.22	20.053
772.35	1717.2	24.52
684.18	1716.4	22.517
838.1	1734.8	28.082
1636.6	1154	19.749
1396.8	74.27	8.994
620.49	1703	9.142
633.03	1681.7	9.756
615.98	1722.4	9.841
456.55	286.34	5.664
472.96	275.05	4.163
464.69	272.68	4.247
408.27	1193.6	29.453
681.07	430.01	16.775
895.54	568.27	15.491
900.04	564.93	16.848
883.07	577.06	16.27
818.75	601.23	16.65
844.46	503.63	22.248
462.81	373.47	11.351
479.87	367.31	8.776
1804.8	1813.6	13.956
1927	1377.9	23.341
1964.4	1383.5	15.04
570.07	1364.3	24.068
419.9	1331.3	12.385
448.4	1327.9	11.002
432.66	1326.4	10.821
427.66	1280.4	10.649
385.4	1319	12.237
1834.1	1835.3	11.855
407.39	1300.4	12.362
1159.1	1111.1	14.93
1847.9	1797.4	8.282
448.22	1286.3	10.663
1866	1807.2	8.158
428.71	1323.1	27.109
1834.6	1819.1	8.266
1834.5	1810.7	7.738
1850.8	1806.3	8.56
1847.4	1756.4	9.463
1843.3	1803.5	8.408
1879.5	1796.7	8.734
607.51	1698.5	9.359
1851.3	1791.7	8.85
608.4	1673.6	10.218
1860.3	1819	9.357
609.92	1711.8	9.834
1855.8	1830.7	22.765
593.34	1673.8	10.304
1862	1804.1	8.259
536.12	1600.8	22.837
1845.2	1792	8.654
150.5	1111.3	17.033
1882.4	1805.3	8.263
1495.9	896.66	19.139
1834.1	1809.8	9.444
1447.3	852.97	16.524
1491.6	879.83	21.43
1539.3	889.23	16.584
1513	827.99	18.198
1458.1	868.09	15.919
871.55	1207.2	7.577
863.33	1189.2	7.163
1729.3	501.73	12.51
1718.1	499.28	5.123
1723.4	488.59	5.206
1723.4	500.88	5.297
1724.2	478.43	5.377
1726.4	493.76	5.289
1724.3	499.09	5.558
55.197	436.77	14.348
1730.6	492.68	4.983
1814.4	1259.9	31.508
558.17	1435.8	17.243
1721.7	502.81	5.762
1974.7	1354	16.079
1931.1	1332.3	19.623
195.28	1176.8	21.969
1913.1	1281.4	19.585
278.83	1146.1	17.112
1892.2	1362.3	22.531
244.94	1141.1	20.047
727.41	938.61	11.467
756.42	977.62	11.598
720.52	913.26	12.241
717.52	920.44	16.738
653.01	1116.7	22.066
722.77	962.22	11.677
739.25	965.98	12.427
1716.2	503.21	4.904
687.71	1262.8	1.475
1722.9	513.14	5.129
680.65	1269.2	1.454
1729.9	511.17	5.337
685.82	1281.7	1.456
1722	509.85	5.079
687.81	1293.7	1.541
1712	492.81	4.918
791.64	1572.7	5.685
1730.6	507.02	5.135
828.91	1687.4	4.261
1011	177.2	19.36
760.85	1696	16.451
894.6	1594.3	26.792
851.76	1684	4.456
851.95	1679.6	4.394
857.01	1679.6	6.011
774.6	1717.7	18.067
842.33	1690.9	4.632
840.58	1678.2	5.407
840.07	1684	5.756
839.09	1692	4.611
823.39	1682.2	5.965
833.62	1686.9	4.45
856.1	1689.1	4.919
834.02	1691.1	4.45
840.25	1697.1	4.637
1997	1292.8	18.695
846.82	1739	5.475
860.66	1767	5.251
867.2	1749.2	4.994
1998.9	1389.1	15.094
75.751	107.5	21.669
839.08	1698.6	4.369
1970.9	1402.1	16.278
843.5	1680.6	4.339
1932.7	1383.1	19.711
845.22	1686	4.883
521.3	454.88	12.208
832.83	1686.1	4.784
520.61	452.02	9.617
844.37	1690.5	4.594
535.19	460.53	8.562
840.16	1675.1	4.643
542.59	445.26	8.825
840.54	1691.5	4.557
564.42	504.5	12.847
1548.4	1210.6	21.24
997.82	257.57	20.394
1706.1	1188	21.601
1838.1	1291.7	23.567
1011.6	153.3	22.156
1787.1	1272.5	22.67
1149.8	1942.1	13.614
1814.2	1231.1	25.581
1753.8	1215.2	25.538
1966	1411.8	19.196
1971	1315.8	30.91
392.89	1279.8	15.478
1405.1	75.049	4.347
1429.2	1856.8	15.636
1414.5	71.35	6.2
1450	1848.6	4.83
1414.5	1831.1	10.018
824.57	1668.1	10.497
843.27	1689.6	4.811
1868.4	1300.8	21.144
847.82	1697.4	7.346
331.47	50.529	8.499
1964.4	1388.5	18.578
1896	1414	30.805
1962.7	1419.3	19.866
100.43	1998.6	8.916
1975.4	1355.8	10.748
1907.5	1518.3	8.936
1926	1524.2	7.768
1916.3	1512	8.093
1929.5	1470.9	12.773
1967.8	1398	24.351
1924.1	1367	21.312
1893	1419.2	22.946
1872.6	1464	21.231
861.41	1229.3	10.729
1814.9	1520	20.644
7.713	1420.2	8.861
875.53	1211.6	4.224
1685.3	1711.7	26.028
868.57	1204.7	4.14
1820.7	1592.6	19.109
869.84	1212	4.03
1824.9	1827	6.402
864.43	1207	4.408
1825.6	1826.5	6.19
869.86	1210.7	3.974
1824.1	1828.8	6.24
851.93	1192.6	15.49
1830	1837.2	6.864
1824.1	1833.4	7.155
1827.3	1839.3	7.374
1585.3	1144.7	23.819
1826.2	1861.8	8.289
1832.8	1778.1	9.218
1845.5	1811.2	6.836
1851.6	1802.7	7.715
1844.7	1804.2	9.421
1522.3	731.49	18.06
1843.7	1786	9.237
1159.2	569.83	15.785
1845.6	1806	8.238
1491.4	689.01	12.04
1840.1	1819.5	6.551
1548	745.83	7.858
1848.5	1791.3	9.623
1563.1	754.32	8.114
1857.7	1807.8	6.62
1580.6	742.38	12.687
1842.1	1811.3	7.772
1580.9	796.2	12.86
1850.6	1800.3	7.855
1546.3	765.18	11.753
1845.4	1805.8	7.136
1582.2	724.56	11.873
1859.3	1822	6.69
1568.2	731.68	10.742
1845.9	1795.9	7.863
1585	746.98	11.4
1576.6	759.47	12.363
1149.6	1565	23.895
1608.5	737.06	11.674
1588.8	725.6	11.917
1844.6	1811.8	7.297
1138.1	1658.2	27.712
1848.8	1813	6.292
1854.6	1790.5	7.257
1871.5	1802.4	6.489
1855.1	1784.1	6.668
1856.2	1805.3	6.347
1857.6	1811	6.215
320.77	1176.1	21.242
1838.1	1844.9	6.211
1829.6	1857.1	6.231
1845.5	1822.8	5.742
1861.4	568.03	25.444
1845.5	1813.3	6.098
1831.2	490.94	21.151
1848.2	1808.6	6.242
1871.2	1806.7	7.035
1857	1817.7	6.511
1844.1	1821.2	5.768
1850.5	1813.2	6.278
1846.4	1835.7	6.254
1842.5	1809.5	6.59
995.81	1045.3	15.161
1858.6	1827.1	6.547
1122.6	1053.6	13.47
1844.3	1814.5	6.554
1193.7	1116.4	11.664
1860.7	1828.4	6.408
1848.5	1826.9	7.147
1851.4	1827.2	6.18
1851.5	1814.1	6.315
1845.8	1820.1	6.244
1817.6	1845.2	6.724
1820.8	1880.5	6.145
1825.9	1872	6.808
1827.7	1860	6.654
1803.7	1854.2	7.088
1822.3	1888	7.309
1832.2	1864.8	6.833
1866.6	1826.7	7.987
1839.4	1808.7	10.612
1852.9	1826.3	6.273
1841.6	1802.5	7.658
1875.6	1795.3	10.705
1853.2	1786	9.004
313.04	1168.9	18.512
1847.6	1819.2	7.814
1854.9	1802.5	6.461
702.69	1571.1	13.983
1877.9	1784.7	9.049
711.65	1540.1	10.564
1846.5	1816.6	8.566
751.61	1651.9	9.675
1738	1773.6	9.676
723.09	1610.8	10.207
1810.3	1819.3	9.024
745.3	1635.1	9.781
1863.6	1816.6	8.369
737.58	1627.2	10.313
1245.7	39.164	21.235
1847.9	1789.8	8.519
1302.6	70.061	17.639
1853.3	1777.1	8.152
1204.3	87.236	22.988
1901.4	1656.9	7.115
1875	1679.9	6.059
1882.4	1696.9	5.291
1881.5	1684.5	5.909
1886.9	1698.6	6.323
1875.5	1690.6	10.199
1859.1	1835.7	7.921
1841.1	1826.4	7.827
1845.3	1834.5	8.166
1850.3	1827.9	7.027
1862	1819.8	7.523
452.91	1148.9	15.536
1997.9	1722.8	10.664
1138.8	608.57	17.785
1846.3	1843.4	8.15
1847.8	1802.3	8.592
1052.4	592.64	22.954
1858.2	1814.8	7.619
1064	558.95	13.404
1854.7	1823.9	7.784
1119.6	608.27	14.037
1853.9	1812.4	7.887
640.06	1168.2	9.29
1110.3	586.25	12.897
1857.2	1835.3	7.703
1867.3	1825.5	6.662
1418.8	896.58	18.056
1849	1828	6.639
1858.6	1831.7	10.473
1816.3	1813.7	10.504
1856.6	1816.4	7.358
1855.8	1823.5	7.425
1862.5	1831.6	7.146
1127	622.67	15.492
1830.4	1839.1	10.052
1129.2	561	13.386
1112.5	581.74	12.674
1116.7	585.72	13.798
1138.8	552.15	13.553
1116.8	589.66	10.716
1107.3	586.29	11.557
1102.2	592.16	10.622
1863.7	1826.4	27.055
36.247	924.94	24.032
1119.1	583.84	10.001
33.949	1391.8	11.15
1115.7	576.97	11.92
1129	581.65	9.642
1135.5	591.42	13.065
1129.5	555.64	15.972
1132.9	604.59	16.254
1087.5	588.3	13.593
1129.1	586	12.389
1135.3	580.46	15.931
1121.9	585.69	17.709
1108.2	558.51	12.801
1127.9	534.67	10.876
1140.6	427.07	24.202
1122.1	577.96	12.94
1085.8	566.22	14.451
1129.2	564.41	16.401
1127.4	552.45	11.907
1106.9	568.25	14.758
1121.4	542.06	20.421
1090.5	578.49	17.442
1112.1	617.45	12.026
826.99	1971.9	21.665
1096.6	587.52	13.643
387.14	1801.1	19.748
1084.1	586.3	16.223
1119.3	561.2	11.383
1161.5	550.37	14.407
1101.9	553.47	11.149
1118.1	569.22	11.771
1076.1	576.72	12.814
1284.1	526.27	13.631
1241.4	557.18	16.181
1122.1	583.1	14.755
1086.5	591.49	13.786
1114.5	588.35	11.881
1142.8	599.5	16.981
1088	562.49	16.216
1093.3	575.11	10.993
1121	617.36	12.788
1120.2	572.3	13.673
106.23	1591.4	12.922
1136.1	555.1	12.336
1135.9	606.74	11.493
1127.7	587.09	12.267
1097	579.67	12.647
1109.5	586.51	14.221
1099	591.16	13.851
1120	588.47	13.073
1121.9	613.39	5.894
1123.5	579.77	6.482
1114.6	592.24	6.759
1116.7	598.07	6.71
246.46	1820.7	16.489
1125.2	597.51	10.259
1110.7	693.1	13.015
1126.5	1009.3	15.693
1264.1	890.18	26.422
1419.1	573.98	20.408
1356	652.28	22.674
1400.4	777.67	30.776
1392.9	673.56	27.851
1392.2	698.66	26.959
1396.2	713.13	20.138
1362.5	658.41	18.589
1374	702.48	19.44
1406.5	688.63	22.317
455.34	1729.4	21.709
441.31	1690.7	21.172
404.91	1664.2	17.422
515.43	1693.3	18.805
480.77	1703.3	15.058
486.69	1728.5	17.346
992.74	198.64	26.249
1059.6	165	18.597
1031.8	182.94	27.73
1153.7	1059.1	17.939
1016.9	118.46	18.037
1073.6	262.79	23.831
1053.2	133.36	22.591
521.5	405.7	15.18
835.48	1681.6	7.113
843.17	1682.8	4.655
1814.3	779.01	11.972
831.1	1683.3	4.38
835.81	1683.9	4.531
822.92	1686.9	3.941
834.77	1700.8	4.344
778.36	1709.5	16.573
837.24	1684.6	5.447
843	1688.1	4.931
809.34	1690.3	3.76
816.67	1682.6	3.855
820.74	1686.5	3.886
807.89	1682.6	3.932
805.38	1686.8	3.811
805.79	1677.1	3.878
814.33	1681.5	3.674
804.47	1673.7	4.158
4.799	826.01	20.922
1779.9	1985.4	19.51
1799.2	1959.1	19.611
1355.5	71.498	17.333
1406.3	82.938	4.555
1399.4	89.938	4.637
324.26	34.904	7.36
1395.6	69.311	10.818
338.9	9.887	6.64
337.4	26.018	7.196
316.57	34.213	6.364
330.76	31.438	6.37
279.84	1092.1	17.085
221.06	977.68	14.95
254.7	982.76	22.422
725.12	555.94	17.964
745.9	556.41	19.336
712.97	411.34	21.878
1058.4	1576.4	26.708
691.34	555.99	22.767
723.19	556.05	16.053
708.12	556.84	15.397
765.31	568.38	20.54
1858.6	1798.2	11.456
755.66	596.23	19.239
1418.3	1882.7	10.3
1353.5	1891.2	28.852
605.97	1161.6	11.84
34.518	1350.2	13.219
454.17	374.13	12.351
97.12	150.32	12.086
77.691	125.66	5.716
85.203	127.71	5.415
64.932	131.05	6.184
91.421	115.56	5.546
102.84	130.36	5.365
84.751	131.47	5.835
89.049	123.8	5.532
89.535	128.1	6.772
884.81	567.53	23.876
780.46	973.97	12.747
745.16	961.14	11.864
78.161	104.81	18.621
82.075	125.85	16.803
521.79	1440.2	8.979
560.45	1403	7.971
548.78	1411.3	7.787
555.43	1437.7	7.257
568.23	1424.1	17.184
307.16	1120.6	26.09
309	1103.8	24.928
228.95	1129.9	23.803
309.35	1159.3	22.419
338.75	1072.6	23.996
230.01	1106.6	23.515
954.6	1008	4.13
940.44	1026.8	4.801
1589.4	1088.8	30.113
414.47	1285.5	8.997
413.12	1301.9	10.357
430.85	1306.1	11.539
414.85	1319	9.819
1501.6	1152.4	28.303
1846.7	1876.6	9.261
1839.6	1852.1	7.003
1845.2	1864.5	6.848
497.82	1701.1	16.56
1852.1	1868.2	6.779
1852	1858.4	6.948
1845	1867.2	7.567
57.836	1744.8	6.066
1855.9	1805	6.198
72.349	1749.4	12.861
1867.2	1710.6	6.824
67.127	1758.4	4.833
1905.2	1699.1	6.551
56.008	1739	4.452
1853.6	1756.5	16.913
57.979	1741.9	4.505
84.766	133.68	5.277
60.804	1732.4	6.08
71.078	135.53	5.732
81.871	143.3	5.299
90.985	129.41	5.92
82.023	125.56	5.596
99.526	122.03	5.709
100.02	128.75	5.418
93.852	129.68	5.322
88.841	104.99	5.593
90.359	128.01	5.242
76.388	109.04	7.762
322.5	37.137	7.977
551.73	1412.5	27.074
327.46	3.959	7.845
592.61	1425	8.296
327.67	10.66	8.087
557.71	1443.5	8.416
560.71	1409.5	9.647
565.86	1392.7	14.61
326.74	23.686	7.22
310.33	44.131	8.426
326.25	44.092	8.791
300.83	19.369	7.849
323.07	19.621	7.594
343.8	31.447	8.573
313.45	12.148	8.043
305.39	28.037	7.651
327.27	26.936	8.38
331.45	12.939	13.236
670.06	1764.9	22.756
493.67	372.16	22.963
1708.2	832.15	31.172
1655.4	803.82	15.118
570.28	1441.3	13.308
546.95	1431	7.692
550.99	1417.5	8.347
580.19	1428.8	10.869
1852.7	1975	19.054
1823.5	1941.5	19.61
1800.1	1983	16.792
225	1583.6	16.357
256.12	1624.1	15.457
204.23	1585.6	20.389
227.24	1620.1	13.631
278.16	1589.6	12.409
1468.4	1851.7	11.2
1028.1	1611.4	25.506
1140.4	779.64	15.263
1184.5	1254.1	4.428
619.9	1156.6	10.592
615.62	1154.7	4.628
610.91	1160.7	4.651
609	1156.4	4.832
1913.2	1551.9	10.315
608.19	1155.6	4.872
606.1	1157.4	5.068
620.4	1157.8	5.005
609.67	1159.3	4.969
902.31	566.81	18.384
1405.2	1061.6	9.913
1425.9	1047.8	4.221
434.28	1110.2	11.254
1419.3	1053.7	4.144
486.01	1103.3	11.507
1427.2	1049.7	4.198
1433	1052.8	4.003
322.94	1205.4	19.137
546.5	398.47	19.233
1424.8	1052.6	9.1
455.89	387.77	7.315
467.47	373.6	7.944
492.52	372.32	7.279
301	1134.7	17.074
481.48	370.09	6.253
615.63	1302.6	26.324
295.87	1164.6	26.383
465.94	1343.6	28.282
339.9	1249.1	24.657
606.42	1032.2	15.28
286.64	1138.2	17.669
242.27	1282.3	27.996
337.93	1202.5	18.633
291.35	1131.8	17.982
1129.5	141.98	29.875
302.93	1156.4	16.161
1182.3	286.13	23.371
259.64	1104	25.111
276.33	1104.5	20.392
293	1140.6	17.161
285.92	1134.8	15.958
207.27	997.84	16.523
1899.7	1551.1	14.598
244.47	967.37	16.394
1903.8	1573.9	8.501
252.88	1014.5	15.29
1896.9	1550.6	9.099
256.71	1101.4	16.938
1917.5	1581.8	9.481
209.31	1165.9	21.116
1916.7	1547.9	13.131
312.33	1135.8	20.341
684.66	114.53	7.497
284.73	1130.3	13.984
679.16	92.734	18.686
1940.2	1546.1	9.559
293.35	1182.9	13.911
249.22	1147.2	16.259
277.3	1115.4	20.752
1402.6	661.95	6.718
291.34	1163.8	16.352
1579.9	712.83	11.085
322.98	1079.1	15.961
1570.1	727.5	10.233
362.26	1039.2	15.555
1570.7	699.13	10.878
337.81	1049.2	20.346
379.45	1064.9	17.092
309.72	1112.4	16.86
298.02	1139.7	20.486
281.44	1098.1	22.577
404.22	208.17	17.4
220.53	1032.1	28.312
394.08	183.76	5.776
310.3	1019.8	23.793
395.45	200.38	7.01
338.45	1112	22.811
421.6	244.51	14.079
278.85	1089.5	19.053
227.42	1129	22.113
252.05	1138	20.957
252.89	1191	19.631
730.32	1964.4	16.368
273.07	1188.5	18.012
240.57	1108.9	18.549
268.77	1123.6	23.103
232.24	1098.8	20.348
308.51	1145.8	25.195
241.83	1183.3	26.08
325.16	1167.6	16.32
258.75	1116.1	19.99
264.78	1079.7	23.05
229.96	1082.4	23.748
292.71	1156.6	15.833
279.15	1138.1	15.143
250.54	1161.1	16.743
275.85	1011.2	30.152
278.28	1117.9	17.928
227.17	1118.8	17.48
263.32	1131.9	17.655
266.83	1123.1	19.42
299.88	1114.2	17.772
254.15	970.6	23.541
288.51	1106.5	20.235
233.34	1130.4	18.289
311.14	1081	15.296
276.77	1147.8	21.11
58.691	439.01	18.688
258.42	1174.4	17.328
321.67	29.891	7.59
329.53	1043.6	20.376
288.74	1158.4	18.729
288.94	1159.2	21.376
1894.6	1544.6	9.413
331.3	1198.1	25.358
58.367	1.484	15.231
288.85	1143.8	17.69
246.73	1151.2	22.855
1922.6	1573.4	9.651
289.77	1203.2	15.161
1893.5	1562.2	8.449
244.36	1030.4	17.465
1907.8	1542.8	18.736
514.2	1445.6	9.971
493.82	1349.6	10.474
259.3	1131.2	21.566
51.972	124.77	16.18
347.73	1045.7	18.723
307.25	1129.6	18.275
281.77	1105	21.136
14.399	1346.5	13.234
641.23	1646.4	25.223
645.71	1645.2	7.899
639.45	1605.3	7.97
466.65	383.66	7.447
635.88	1617	8.578
1559.9	735.28	11.63
471.48	362.99	7.885
615.17	1689.8	12.184
470.92	366.03	8.415
488.8	370.63	7.867
477.32	387.03	18.692
1867.2	1336.6	28.467
1997.4	1371.7	18.192
1993.2	1254	23.917
606.34	1696.8	8.29
1925.6	1547.4	8.776
1935.6	1531.8	8.325
1911.4	1552.5	8.037
1912.1	1558	12.945
611.35	1523.7	16.846
552.1	1431.2	9.273
556.98	1417.6	9.992
553.64	1401.9	8.557
551.05	1419.3	10.237
546.64	1415.4	8.519
1526.6	471.21	19.762
245.17	1969.7	15.386
546.91	953.33	23.077
917.95	427	8.8
947.76	385.35	9.721
933.45	409.18	8.118
887.06	431.61	9.105
890.81	444.46	9.362
923.91	432.62	8.514
911.59	420.32	9.636
921.74	432.35	9.075
910.44	439.32	7.982
500.61	296.78	4.313
724.35	1581.3	17.384
492.24	295.8	4.772
740.85	1615.6	10.271
508	300.72	4.514
753.54	1611.6	11.063
712.22	385.03	9.586
734.26	1645.7	9.91
730.74	1640.3	10.347
881.48	451.35	8.362
558.36	347.37	5.863
713.89	1633.5	11.389
720	397.81	7.506
887.12	435.25	7.978
920.69	423.97	8.569
913.25	412.79	8.086
927.56	434.83	9.292
911.71	415.07	7.927
914.42	415.52	8.763
929.6	431.21	8.402
910.9	427.75	9.147
779.44	436.66	8.33
729.5	464.8	7.926
912.98	420.43	10.045
909.06	420.41	7.715
915.43	403.2	9.177
902.52	424.44	8.479
926.39	389.42	7.915
910.34	391.77	9.015
929.9	445.44	8.345
350.07	1793	19.551
906.34	405.05	9.167
906.13	418.97	8.114
75.777	1429.8	10.891
448.51	1254.1	15.914
919.04	453.94	13.955
51.606	1447.6	9.963
513.72	1248.6	11.513
2.834	1447.4	7.723
30.895	1398.5	12.698
908.15	425.99	9.01
867.41	444.85	11.038
897.29	449.66	7.681
905	416.17	8.671
893.13	436.2	7.752
930.32	436.81	9.073
1721	504.09	4.944
440.18	1301.9	11.202
880.86	440.01	8.45
423.21	1313.6	11.042
886.78	450.24	8.843
447.51	1302.3	10.71
923.89	434.51	8.149
448.06	1311.9	9.283
897.26	431.46	8.192
407.37	1298.7	14.686
898.79	415.64	10.747
906.94	451.61	9.472
903.38	438.66	10.168
1226.6	1666.1	24.694
921.33	447.19	7.964
901.48	426.55	13.706
882.94	415.94	8.202
643.63	1677.2	11.68
898.52	432.01	15.143
423.59	1300.1	13.101
899.68	406.1	9.421
395.66	1316.9	11.111
904.94	420.65	9.907
437.85	1318.3	9.954
910.27	437.88	10.423
395.03	1298	10.616
917.52	447.41	9.324
408.9	1317.1	11.156
903.28	418.15	9.337
903.26	461	7.976
904.42	455.46	9.152
878.9	454.62	10.703
909.79	466.21	10.348
956.65	504.33	10.437
952.56	496.49	12.652
1965.4	190.24	3.542
946.64	1009.9	4.84
1954.4	194.66	4.621
934.94	1016.1	4.286
1964.4	146.82	4.926
939.71	1006.7	4.305
1963.8	202.1	4.174
942.5	1009.7	4.525
1955	188.47	2.808
950.06	1010.2	4.26
1953.5	189.03	2.354
112.03	1583	9.667
946.29	1015	4.096
1954.6	185.66	2.86
108.86	1583.6	6.122
945.34	1020	4.204
115.18	1562.2	9.884
949.26	1012.6	4.39
950.56	1016.3	4.206
1946.6	188.31	5.368
944.22	1013.1	4.485
941.16	1018.1	4.301
933.25	1002.4	4.468
461.61	1668.1	19.515
431.35	1763.4	21.622
256.17	704.57	20.466
287.74	726	12.653
232.26	701.82	25.875
818.56	579.98	15.908
872.64	545.6	14.652
983.14	767.44	17.563
919.06	592.79	16.45
865.39	634.56	14.76
873.74	567.15	15.205
831.94	580.42	14.409
878.07	530.31	17.304
526.76	1427.6	12.253
555.77	1396.6	13.032
480.05	995.05	18.854
1654.4	101.49	18.523
929.11	1018.8	10.02
945.69	1009.3	7.858
351.06	1361.6	19.317
90.144	1574.7	5.211
129.33	1570.5	15.929
111.85	1569.6	6.822
111.46	1570.5	5.052
110.05	1582.7	11.491
1304.2	477.96	8.51
1355.5	454.11	17.027
1294.9	477.21	7.871
1305.4	469.22	7.169
1297.8	482.26	7.434
1296.2	458.84	8.041
1299.6	483.23	7.444
1303.5	449.57	7.584
1294.8	463.11	8.054
1304.1	461.13	7.377
237.67	1966	9.593
1291.8	468.26	7.991
1288.6	479.11	8.523
1300.6	461.8	8.25
1313.6	467.38	7.567
1302.9	490.32	7.99
1317	494.39	7.687
1306.4	490.67	7.527
1316.1	477.69	7.62
1305.1	473.26	7.639
1305.3	485.72	7.166
621.69	1685.3	14.087
1295	453.77	7.147
615.42	1682.8	8.885
1296.4	491.34	7.93
623.56	1686.9	14.148
1287.9	483.63	7.783
1277.1	483.07	7.168
1301.6	461.38	7.522
1304.2	487.83	6.7
1317.4	483.57	8.196
1300.8	477.03	7.424
1297.4	464.79	7.592
1292.4	475.65	7.219
1296	466.23	7.008
692.07	1219.7	13.418
1309.5	467.77	7.457
615.49	1175	7.52
1323.9	458.3	8.51
1316.8	435.71	9.169
1105.8	1723.8	22.909
1341.5	434.05	10.138
1309.9	433.35	10.503
1322	429.25	9.56
1310.1	466.3	11.004
1322.4	449.52	9.352
1325.1	454.64	10.325
1311.8	438.33	10.192
1325.4	478.28	10.414
1338.4	457.32	9.305
1864	1087.4	18.875
1318.6	457.6	9.887
1939.4	1134	16.382
1300.6	461.15	8.591
1292.7	469.23	9.348
1969.3	1123.7	19.161
1288.2	467.35	9.748
1822	1105.9	22.743
1314.1	476.19	8.338
549.72	1404.3	9.262
1288.6	467.31	8.567
549.83	1397.2	9.105
1292.2	481.85	9.842
555.16	1408.2	8.441
1317.6	483.73	9.638
586.48	1433.8	9.632
1315.6	457.48	9.02
552.84	1406.7	9.794
1305.1	477.67	8.703
1316.1	470.14	9.634
1335.4	332.96	8.109
1364.7	256.61	6.742
535.55	902.53	29.232
1373.6	174.35	5.11
1373	172.03	4.697
1376	183.9	4.856
1371.2	175.79	4.883
1312.7	461.75	9.111
1314.3	483.64	8.91
1841.4	1786.3	11.987
1288.9	497	9.99
1856.6	1811.4	8.251
960.32	995.57	4.888
1845.7	1763.7	7.708
1305.6	476.92	9.753
1305.8	455.55	9.228
1355.4	431.47	8.788
1285	443.86	9.188
1282.2	475.93	8.247
1312.9	471.51	8.861
1291.8	491.64	10.404
1288.3	474.47	9.366
1298.3	489.02	8.199
1327.5	475.03	9.915
1303	503.79	10.496
1304.2	528.12	11.006
1316.3	506.41	10.606
1310.6	474.27	10.353
552.24	1952.2	8.627
1304.3	487.85	9.048
